part_id,owner,category,material,quantity,candidate_part_number,thread,length_mm,fastener_form,CAD_envelope_mm,action,STEP,STL,note
r_flex_clutch_inner_M3x8,upperarm_r.flex_frame,采购紧固件,fastener,1,,M3,8,button_head,5.7 x 5.7 x 9.65,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_clutch_inner_M3x8.step,,"M3x8 ISO7380-1 low-profile button screw, 1.65 mm nominal head height; independent output-hub retention, no spring adjustment"
r_flex_clutch_mount_M3x10_0,clavicle_r,采购紧固件,fastener,1,,M3,10,screw_head_to_drawing,5.5 x 5.5 x 13.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_clutch_mount_M3x10_0.step,,Reaction plate to printed support; simplified thread
r_flex_clutch_mount_M3_nut_0,clavicle_r,采购紧固件,fastener,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_clutch_mount_M3_nut_0.step,,"Captured hex nut, accessible from inside of support"
r_flex_clutch_mount_M3x10_1,clavicle_r,采购紧固件,fastener,1,,M3,10,screw_head_to_drawing,5.5 x 5.5 x 13.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_clutch_mount_M3x10_1.step,,Reaction plate to printed support; simplified thread
r_flex_clutch_mount_M3_nut_1,clavicle_r,采购紧固件,fastener,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_clutch_mount_M3_nut_1.step,,"Captured hex nut, accessible from inside of support"
r_abduct_clutch_flanged_shaft,upperarm_r.abduct_frame,加工金属,aluminum_7075,1,,,,,25.376 x 27.0 x 27.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_abduct_clutch_flanged_shaft.step,,"Custom steel 6 mm journal; integral flange, inner D drive, outer D cap seat, two M3 blind threads; integral travel tab reacts directly into bearing frame"
r_abduct_clutch_keyed_lining,upperarm_r.flex_frame,加工塑料,peek,1,,,,,1.0 x 25.0 x 27.2,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/r_abduct_clutch_keyed_lining.step,,"1 mm replaceable lining; coefficient and wear unqualified; inner radius 6.8 mm leaves a 0.3 mm radial clearance to protected inner travel tabs; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
r_abduct_clutch_reaction_plate,upperarm_r.flex_frame,加工金属,aluminum_7075,1,,,,,4.0 x 27.4 x 42.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_abduct_clutch_reaction_plate.step,,"3 mm steel reaction plate with keyed lining recess and two M3 frame mounts; spring thrust closes through plate; integral positive travel stops; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
r_abduct_clutch_radial_bush,upperarm_r.flex_frame,加工塑料,pom,1,,,,,2.8 x 14.4 x 14.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/r_abduct_clutch_radial_bush.step,,"POM radial guide, clear of thrust faces; press fit/retention pending; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
r_abduct_clutch_thrust_washer,upperarm_r.flex_frame,采购标准件,thrust,1,PCMW 102001.5 E,,,,1.5 x 20.0 x 20.0,SKF PCMW 102001.5 E；以当前 STEP 尺寸核对,parts/r_abduct_clutch_thrust_washer.step,,SKF dimension candidate; PTFE face towards rotating spring seat; washer retention pending
r_abduct_clutch_spring_seat,upperarm_r.abduct_frame,加工金属,metal,1,,,,,0.5 x 20.0 x 20.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_abduct_clutch_spring_seat.step,,Steel spring seat; thrust washer separates rotation from fixed reaction plate
r_abduct_clutch_disc_spring_a,upperarm_r.abduct_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/r_abduct_clutch_disc_spring_a.step,,SCHNORR 002 200 dimensional candidate at catalog test height
r_abduct_clutch_disc_spring_b,upperarm_r.abduct_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/r_abduct_clutch_disc_spring_b.step,,Opposed pair in series: force is not doubled
r_abduct_clutch_keyed_stop_cap,upperarm_r.abduct_frame,加工金属,metal,1,,,,,3.0 x 14.0 x 14.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_abduct_clutch_keyed_stop_cap.step,,D key follows shaft; cap seats on metal shaft end; shim selection/retention and backlash need physical validation
r_abduct_clutch_outer_M3x8,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M3,8,screw_head_to_drawing,5.5 x 5.5 x 11.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_clutch_outer_M3x8.step,,"Simplified thread envelope; axial cap retention, not hand tightness setting"
r_abduct_clutch_drive_retainer_washer,upperarm_r.abduct_frame,加工金属,metal,1,,,,,1.0 x 10.0 x 10.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_abduct_clutch_drive_retainer_washer.step,,Separate washer retains D drive in printed output hub
r_abduct_clutch_inner_M3x8,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M3,8,screw_head_to_drawing,5.5 x 5.5 x 11.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_clutch_inner_M3x8.step,,Independent output-hub retention; does not set clutch spring compression
r_abduct_clutch_mount_M3x10_0,upperarm_r.flex_frame,采购紧固件,fastener,1,,M3,10,screw_head_to_drawing,5.5 x 5.5 x 13.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_clutch_mount_M3x10_0.step,,Reaction plate to printed support; simplified thread
r_abduct_clutch_mount_M3_nut_0,upperarm_r.flex_frame,采购紧固件,fastener,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_clutch_mount_M3_nut_0.step,,"Captured hex nut, accessible from inside of support"
r_abduct_clutch_mount_M3x10_1,upperarm_r.flex_frame,采购紧固件,fastener,1,,M3,10,screw_head_to_drawing,5.5 x 5.5 x 13.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_clutch_mount_M3x10_1.step,,Reaction plate to printed support; simplified thread
r_abduct_clutch_mount_M3_nut_1,upperarm_r.flex_frame,采购紧固件,fastener,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_clutch_mount_M3_nut_1.step,,"Captured hex nut, accessible from inside of support"
l_flex_drive_split_hub,upperarm_l.flex_frame,加工金属,aluminum,1,,,,,5.5 x 16.2 x 17.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/l_flex_drive_split_hub.step,,Custom split metal D hub; M2 tapped clamp ear; preload/elastic closure not simulated
l_flex_drive_pinch_M2x10,upperarm_l.flex_frame,采购紧固件,fastener,1,,M2,10,screw_head_to_drawing,3.8 x 3.8 x 12.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_flex_drive_pinch_M2x10.step,,M2 transverse pinch screw takes up shaft fit clearance; tightening torque not yet qualified
l_flex_drive_mount_M2x4_0,upperarm_l.flex_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_flex_drive_mount_M2x4_0.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
l_flex_drive_mount_M2_nut_0,upperarm_l.flex_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/l_flex_drive_mount_M2_nut_0.step,,Captured nut inside output yoke; fit and creep require testing
l_flex_drive_mount_M2x4_1,upperarm_l.flex_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_flex_drive_mount_M2x4_1.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
l_flex_drive_mount_M2_nut_1,upperarm_l.flex_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/l_flex_drive_mount_M2_nut_1.step,,Captured nut inside output yoke; fit and creep require testing
l_abduct_drive_split_hub,upperarm_l.abduct_frame,加工金属,aluminum,1,,,,,5.5 x 16.2 x 17.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/l_abduct_drive_split_hub.step,,Custom split metal D hub; M2 tapped clamp ear; preload/elastic closure not simulated
l_abduct_drive_pinch_M2x10,upperarm_l.abduct_frame,采购紧固件,fastener,1,,M2,10,screw_head_to_drawing,3.8 x 3.8 x 12.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_drive_pinch_M2x10.step,,M2 transverse pinch screw takes up shaft fit clearance; tightening torque not yet qualified
l_abduct_drive_mount_M2x4_0,upperarm_l.abduct_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_drive_mount_M2x4_0.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
l_abduct_drive_mount_M2_nut_0,upperarm_l.abduct_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_drive_mount_M2_nut_0.step,,Captured nut inside output yoke; fit and creep require testing
l_abduct_drive_mount_M2x4_1,upperarm_l.abduct_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_drive_mount_M2x4_1.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
l_abduct_drive_mount_M2_nut_1,upperarm_l.abduct_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_drive_mount_M2_nut_1.step,,Captured nut inside output yoke; fit and creep require testing
r_flex_drive_split_hub,upperarm_r.flex_frame,加工金属,aluminum,1,,,,,5.5 x 16.2 x 17.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_flex_drive_split_hub.step,,Custom split metal D hub; M2 tapped clamp ear; preload/elastic closure not simulated
r_flex_drive_pinch_M2x10,upperarm_r.flex_frame,采购紧固件,fastener,1,,M2,10,screw_head_to_drawing,3.8 x 3.8 x 12.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_drive_pinch_M2x10.step,,M2 transverse pinch screw takes up shaft fit clearance; tightening torque not yet qualified
r_flex_drive_mount_M2x4_0,upperarm_r.flex_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_drive_mount_M2x4_0.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
r_flex_drive_mount_M2_nut_0,upperarm_r.flex_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_drive_mount_M2_nut_0.step,,Captured nut inside output yoke; fit and creep require testing
r_flex_drive_mount_M2x4_1,upperarm_r.flex_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_drive_mount_M2x4_1.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
r_flex_drive_mount_M2_nut_1,upperarm_r.flex_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/r_flex_drive_mount_M2_nut_1.step,,Captured nut inside output yoke; fit and creep require testing
r_abduct_drive_split_hub,upperarm_r.abduct_frame,加工金属,aluminum,1,,,,,5.5 x 16.2 x 17.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/r_abduct_drive_split_hub.step,,Custom split metal D hub; M2 tapped clamp ear; preload/elastic closure not simulated
r_abduct_drive_pinch_M2x10,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M2,10,screw_head_to_drawing,3.8 x 3.8 x 12.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_drive_pinch_M2x10.step,,M2 transverse pinch screw takes up shaft fit clearance; tightening torque not yet qualified
r_abduct_drive_mount_M2x4_0,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_drive_mount_M2x4_0.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
r_abduct_drive_mount_M2_nut_0,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_drive_mount_M2_nut_0.step,,Captured nut inside output yoke; fit and creep require testing
r_abduct_drive_mount_M2x4_1,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M2,4,hex_nut,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_drive_mount_M2x4_1.step,,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
r_abduct_drive_mount_M2_nut_1,upperarm_r.abduct_frame,采购紧固件,fastener,1,,M2,,hex_nut,1.6 x 4.0 x 4.619,按螺纹、长度、材料和实际头部包络一起核对,parts/r_abduct_drive_mount_M2_nut_1.step,,Captured nut inside output yoke; fit and creep require testing
l_abduct_sensor_rear_journal,upperarm_l.abduct_frame,加工金属,aluminum,1,,,,,4.0 x 4.0 x 18.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/l_abduct_sensor_rear_journal.step,,Custom nonferromagnetic 4 mm journal; inner radial M2 and outer axial M2 retention
l_abduct_sensor_journal_radial_M2x4,upperarm_l.abduct_frame,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_sensor_journal_radial_M2x4.step,,"Candidate nonferromagnetic M2x4; keyed shaft is installed after front clutch screw, before twist shaft"
l_abduct_sensor_magnet_carrier,upperarm_l.abduct_frame,打印,frame,1,,,,,10.6 x 12.5 x 14.8,PLA 候选，按随件 STL 和切片复核要求,parts/l_abduct_sensor_magnet_carrier.step,print_candidates/l_abduct_sensor_magnet_carrier.stl,D driven magnet cup with separate axial screw; 0.1 mm radial adhesive bed prevents magnet rotation; adhesive selection and rotational slip test pending
l_abduct_sensor_carrier_axial_M2x6,upperarm_l.abduct_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_sensor_carrier_axial_M2x6.step,,Insert before magnet; nonmagnetic M2 screw into rear journal
l_abduct_sensor_diametric_magnet_6x2p5,upperarm_l.abduct_frame,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/l_abduct_sensor_diametric_magnet_6x2p5.step,,"6 x 2.5 mm diametrically magnetized candidate, never axially magnetized; grade and diagnostics require testing"
l_abduct_sensor_magnet_retaining_bridge,upperarm_l.abduct_frame,打印,frame,1,,,,,0.8 x 4.8 x 14.8,PLA 候选，按随件 STL 和切片复核要求,parts/l_abduct_sensor_magnet_retaining_bridge.step,print_candidates/l_abduct_sensor_magnet_retaining_bridge.stl,"Positive removable cover; magnet face seats at 36.5 mm, no adhesive-only axial retention"
l_abduct_sensor_magnet_cover_M2x6_0,upperarm_l.abduct_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_sensor_magnet_cover_M2x6_0.step,,Nominal M2 nylon screw into cup; printed threads not qualified
l_abduct_sensor_magnet_cover_M2x6_1,upperarm_l.abduct_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/l_abduct_sensor_magnet_cover_M2x6_1.step,,Nominal M2 nylon screw into cup; printed threads not qualified
l_abduct_sensor_pcb_AS5048A,upperarm_l.flex_frame,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/l_abduct_sensor_pcb_AS5048A.step,,Actual sensor_revB STEP; model holes/parts preserved; 1.51 mm STEP board versus 1.6 mm nominal fabrication
l_abduct_sensor_pcb_passive_1,upperarm_l.flex_frame,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/l_abduct_sensor_pcb_passive_1.step,,Actual sensor_revB STEP; model holes/parts preserved; 1.51 mm STEP board versus 1.6 mm nominal fabrication
l_abduct_sensor_pcb_passive_2,upperarm_l.flex_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/l_abduct_sensor_pcb_passive_2.step,,Actual sensor_revB STEP; model holes/parts preserved; 1.51 mm STEP board versus 1.6 mm nominal fabrication
l_abduct_sensor_pcb_passive_3,upperarm_l.flex_frame,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/l_abduct_sensor_pcb_passive_3.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
